Group,ID,Type,Tank,Origin,Fam,Trmt,T0,T7,T11,T14,T18,T21,T25,T28
H3-3-4,16,R,H3,offshore,32,heat,7.331268687,5.868242263,6.286137379,6.059256614,5.642005945,5.865952795,5.080208491,5.107960848
H3-3-4,17,R,H3,offshore,32,heat,6.929565462,5.652519748,6.196409626,6.440326027,6.40508141,6.172016323,5.327995165,5.290327914
H3-3-4,18,R,H3,offshore,32,heat,7.128730778,5.952361595,5.848377387,5.868433454,5.828338326,5.982996783,5.683454827,5.238783598
H3-3-4,39,R,H3,offshore,32,heat,6.086663695,5.536410485,5.46396623,5.442230461,5.509088092,5.739425297,5.132900743,5.068685719
H3-3-4,40,R,H3,offshore,32,heat,6.114384033,5.077104136,4.761987539,4.51550589,4.603106149,4.68635151,3.903979417,3.818512497
C1-1-2,1,R,C1,offshore,34,control,5.074962147,5.319880118,4.256510992,5.154140994,5.155373132,5.798941131,5.575343373,5.637277886
C1-1-2,2,R,C1,offshore,34,control,4.933209385,5.102813574,4.607549047,5.415466729,5.315185681,5.797713839,6.092441793,6.057692352
C1-1-2,3,R,C1,offshore,34,control,5.057311598,5.536717238,4.851702875,5.557532775,5.70249685,6.036865293,6.267149243,6.072787899
C1-1-2,27,R,C1,offshore,34,control,5.698283591,5.867085766,5.210036097,6.117025281,5.966511173,6.824650298,6.760571874,6.500471881
C1-1-2,28,R,C1,offshore,34,control,5.555365549,5.820611305,5.182562098,5.819630418,6.162581817,6.556964308,6.636470994,6.69900963
C1-1-2,40,A,C1,offshore,34,control,7.834951409,7.428973957,7.919254106,7.545141983,7.397843846,7.521234473,7.67735889,7.866222225
C1-3-4,6,R,C1,offshore,34,control,7.709584015,5.828889647,6.229439497,5.6223433,6.660553607,6.320976969,6.309004936,6.630889236
C1-3-4,7,R,C1,offshore,34,control,7.375593374,6.085245568,5.877585787,5.738225794,6.410865943,6.675943575,6.479334448,6.568248132
C1-3-4,8,R,C1,offshore,34,control,7.041558348,5.915662617,6.244303037,6.029438674,6.612735121,6.140606794,6.591811852,6.658028354
C2-1-2,3,R,C2,offshore,34,control,6.27041447,5.646385955,5.22957423,5.600279942,6.035494492,6.005675073,5.72970498,5.163685309
C2-1-2,4,R,C2,offshore,34,control,6.26890037,5.790664204,5.779657982,6.024656236,6.260585062,6.326145396,5.843657769,5.497662249
C2-1-2,5,R,C2,offshore,34,control,5.912949036,5.527981516,5.230319188,5.836316822,6.145638581,6.01383947,5.479505049,5.074565241
C2-3-4,6,R,C2,offshore,34,control,6.371004374,6.011023028,5.838194037,5.745018069,6.06521275,5.978105452,6.197963162,6.047767303
C2-3-4,7,R,C2,offshore,34,control,6.344713599,6.156190468,6.037212213,5.770607939,6.278095924,6.187668894,6.247799265,5.944179256
C2-3-4,8,R,C2,offshore,34,control,6.754357538,6.173401041,5.540669847,5.421582349,6.07118472,6.033986408,5.909224986,5.709377034
C2-3-4,17,R,C2,offshore,34,control,6.306853157,5.624990712,5.588899308,5.454718491,6.229929837,6.15706648,6.161067247,5.902362439
C2-3-4,18,R,C2,offshore,34,control,6.600843591,5.89204559,5.606872766,5.438445526,5.922314822,6.192716715,5.850052292,5.771545762
C2-3-4,19,R,C2,offshore,34,control,6.715072473,6.110170893,6.01055909,5.863861303,6.276300429,6.419158809,6.152508705,6.114825259
C2-3-4,25,R,C2,offshore,34,control,6.547880115,6.334653154,6.291211866,5.981694323,6.367451483,6.62623883,6.053195981,5.760704682
C2-3-4,26,R,C2,offshore,34,control,6.360563287,6.41535519,6.101222956,6.071501889,6.355046062,6.404834838,5.644373098,6.194546935
C2-3-4,27,A,C2,offshore,34,control,6.65604102,6.690389459,6.409384798,6.388433215,7.090271514,6.755345408,6.605431278,7.110987116
C3-1-2,5,R,C3,offshore,34,control,6.379450029,4.570913097,4.713540489,4.782801805,5.620157904,5.559976455,4.871747415,4.866343558
C3-1-2,6,R,C3,offshore,34,control,6.020159219,5.0534169,5.581106075,5.442902377,6.381264102,6.050373428,5.837995132,5.740014414
C3-1-2,21,R,C3,offshore,34,control,6.454291008,4.804005083,5.275152662,5.274334873,6.186123421,5.938789064,6.070979281,5.955636381
C3-1-2,22,R,C3,offshore,34,control,6.191147014,4.803360432,5.184924195,5.549312795,6.159833734,6.164899819,5.700045383,5.729145948
C3-1-2,34,R,C3,offshore,34,control,6.1185443,6.424152578,6.192084278,6.598464382,7.034499123,6.962549361,6.765862478,6.379078448
C3-1-2,35,R,C3,offshore,34,control,6.091572196,6.39903113,6.265646711,6.425430681,6.490670903,6.792599433,6.153425763,5.79457406
C3-1-2,36,R,C3,offshore,34,control,6.5623823,6.599282387,6.53935682,6.750384992,6.983301497,7.036029039,6.834939097,6.554995696
C3-3-4,11,A,C3,offshore,34,control,7.128302855,6.969192786,7.078692169,7.165290773,6.933845316,7.373015313,7.385207484,7.235441324
H1-1-2,21,R,H1,offshore,34,heat,6.568916543,6.940256522,6.11127576,6.630348756,6.834930416,6.689831757,5.822467434,6.092469961
H1-1-2,22,R,H1,offshore,34,heat,6.684049639,6.765729088,6.281836046,6.634306662,6.753693304,6.498497621,5.483840805,5.860081094
H1-1-2,23,R,H1,offshore,34,heat,6.647813236,7.053447894,6.391183535,6.616862561,6.908553701,6.679589856,5.725383954,5.982583683
H1-1-2,24,R,H1,offshore,34,heat,6.468725195,6.894178017,6.036367281,6.47012689,6.713557073,6.360442413,5.578867431,5.840214849
H1-3-4,6,A,H1,offshore,34,heat,7.426653309,7.793207562,7.06921859,7.186201294,7.313332132,6.442917825,6.088377873,6.243565762
H1-3-4,12,R,H1,offshore,34,heat,7.033059919,7.055343476,6.747408739,6.481311693,6.545006134,5.77328352,5.277831839,4.770358729
H1-3-4,13,R,H1,offshore,34,heat,6.680178558,6.606248385,5.811480505,5.700858,5.919741046,5.115630348,4.819169207,4.240038946
H1-3-4,14,R,H1,offshore,34,heat,6.99887057,6.803052265,6.318912006,6.015002883,6.164722752,5.511285478,4.985080212,4.683169892
H1-3-4,23,R,H1,offshore,34,heat,6.746849977,6.084359199,6.228159071,5.769982483,6.119016004,5.204814418,4.920160231,4.695490054
H1-3-4,24,R,H1,offshore,34,heat,6.763353671,6.363777551,5.810025283,5.500599644,6.15385174,5.315421708,4.888548738,4.796499585
H1-3-4,25,R,H1,offshore,34,heat,6.267936432,5.611307672,5.477176323,5.81762659,6.264057136,5.297211971,4.978489552,4.610157138
H1-3-4,35,R,H1,offshore,34,heat,6.308083214,5.930859135,5.516962619,5.305593728,5.795661873,5.109102123,4.628235789,4.443115568
H1-3-4,36,R,H1,offshore,34,heat,6.417725448,6.285664375,5.721344783,5.389487644,5.894948532,5.088093279,4.702867294,4.590495554
H2-1-2,38,R,H2,offshore,34,heat,6.832927661,6.525845653,6.753369512,6.670924609,6.864089915,5.976586189,5.300385995,6.037019647
H2-1-2,39,R,H2,offshore,34,heat,7.102388739,6.805930083,6.682413524,6.513462406,6.674621484,6.006038031,5.339649796,5.321334843
H2-1-2,40,R,H2,offshore,34,heat,7.382063803,7.160967898,6.374290787,7.104505791,6.958037536,6.092199901,5.351374693,5.601476477
H2-1-2,41,R,H2,offshore,34,heat,7.471973758,6.375895806,6.274802466,6.532865119,6.823792073,6.127501488,5.321582606,5.655008327
H2-3-4,19,A,H2,offshore,34,heat,7.175377765,6.687778556,6.683015432,6.953118893,6.719311006,6.220592794,5.964570251,5.638301257
H2-3-4,44,R,H2,offshore,34,heat,5.881461859,5.837072603,5.722293348,5.475628786,5.811026431,5.385634808,5.003552187,4.402162396
H2-3-4,45,R,H2,offshore,34,heat,6.590979072,6.332175293,5.864858019,5.683042223,6.078057905,5.37859749,4.986798063,4.313776068
H2-3-4,46,R,H2,offshore,34,heat,5.967571397,6.192401532,5.913519464,5.889014762,5.951757204,5.011289709,4.975196119,4.099782051
H2-3-4,47,R,H2,offshore,34,heat,6.483220842,6.121026896,5.738055254,5.531027512,5.918801025,5.29953825,4.830171816,4.322495623
H3-3-4,13,A,H3,offshore,34,heat,7.248776874,6.596535466,7.029195792,7.101816729,6.343287509,6.383832718,6.593618749,6.435998431
H3-3-4,27,R,H3,offshore,34,heat,6.410140496,5.908479047,5.858504373,6.173439867,5.851194148,5.547716062,5.556309488,5.377149418
H3-3-4,28,R,H3,offshore,34,heat,6.859515785,5.767805915,5.909537309,5.948357294,5.704592077,5.596251301,5.597475072,5.357529816
H3-3-4,29,R,H3,offshore,34,heat,6.482970284,5.90123198,5.807338769,5.911390854,5.808730646,5.72436542,5.591962532,5.293832775
H3-3-4,30,R,H3,offshore,34,heat,7.204112799,6.422042686,6.420485784,6.577452437,6.291673756,5.992491095,5.750993352,5.381340013
H3-3-4,31,R,H3,offshore,34,heat,6.248711766,5.743041397,5.879863912,6.097021849,6.026989876,5.847949059,5.573798912,5.446446618
H3-3-4,41,R,H3,offshore,34,heat,6.190756391,5.924208768,5.621670717,5.462641378,5.123991384,4.815790308,4.430277648,4.11604232
H3-3-4,42,R,H3,offshore,34,heat,6.123435571,6.12175226,5.740246384,5.700794275,5.625225442,5.256835335,5.06563753,4.544528214
H3-3-4,43,R,H3,offshore,34,heat,6.429377583,6.165090481,6.232847529,5.746326321,5.78977179,5.432469334,5.261995732,4.621613467
H3-3-4,44,R,H3,offshore,34,heat,6.321324839,6.395255834,5.626772808,5.66257646,5.450466381,5.148995291,4.724008107,4.35148186
H3-3-4,45,R,H3,offshore,34,heat,5.503216589,5.950999668,5.293794228,5.101716623,4.818494848,4.657988733,4.341879067,3.902447304
H3-3-4,46,R,H3,offshore,34,heat,5.793921844,5.960731069,5.722101353,5.516598193,5.372267232,5.28673539,5.124084499,4.393134555
H3-3-4,47,R,H3,offshore,34,heat,5.484774079,5.947099228,5.727088359,5.589778798,5.378571831,5.185390345,5.017856641,4.566261664
C1-1-2,18,A,C1,offshore,38,control,4.842397594,4.990167083,5.057161087,6.219373182,6.292855502,6.828582177,6.459308023,6.515973222
C1-1-2,36,R,C1,offshore,38,control,6.716738228,6.945473508,6.984867829,6.46752257,6.55909492,6.090656702,NA,NA
C1-1-2,37,R,C1,offshore,38,control,7.282046708,6.859546228,6.671268451,6.694602418,6.744031534,6.377328041,6.487959972,6.313381186
C1-1-2,38,R,C1,offshore,38,control,7.560144458,6.964695155,6.681737367,6.021070659,6.423738743,6.156593005,6.018983475,6.003504861
C1-1-2,39,R,C1,offshore,38,control,7.33353504,7.174137809,7.780377827,7.08037695,6.800423341,6.250002767,NA,NA
C1-3-4,15,R,C1,offshore,38,control,6.813157572,6.29738938,6.218822683,6.151175559,6.37264314,6.210010359,6.127420001,6.195617995
C1-3-4,16,R,C1,offshore,38,control,6.797623124,6.710737501,5.869258874,6.006279394,6.406547886,5.943231757,5.801243212,5.948591714
C1-3-4,21,R,C1,offshore,38,control,6.993090869,6.597585879,5.615704373,5.681575957,5.889500508,6.040119924,5.895589013,5.599321321
C2-1-2,1,R,C2,offshore,38,control,6.69274536,5.868252206,5.454145202,5.981238427,6.43281476,5.969751727,6.074568543,5.836380349
C2-1-2,19,R,C2,offshore,38,control,7.046459954,6.345279688,6.175298397,6.145832649,6.087940768,6.542537409,6.131841962,5.816488091
C2-1-2,20,R,C2,offshore,38,control,6.846942762,6.584963433,5.976055997,6.520199082,6.798383957,7.252200978,6.542085982,6.096147826
C2-1-2,21,R,C2,offshore,38,control,6.193264152,5.60219322,5.589185768,6.074631584,5.890006175,6.211595359,5.879510441,5.421872399
C2-1-2,38,R,C2,offshore,38,control,7.601853995,6.167676708,5.472955332,5.877782722,5.800741922,6.402329004,5.986890898,5.86116617
C2-1-2,39,R,C2,offshore,38,control,6.796876206,6.014130738,5.177555346,6.233736524,NA,6.521934232,5.900261919,5.548733773
C2-1-2,40,R,C2,offshore,38,control,6.673478611,6.297631189,4.875567148,5.890185886,5.863804196,6.970394936,NA,NA
C2-1-2,41,R,C2,offshore,38,control,7.380851603,6.353550264,5.106197319,NA,6.480352947,6.697258375,6.216850025,6.379567962
C2-3-4,16,A,C2,offshore,38,control,6.208021718,5.619849712,5.827712932,6.116021998,6.380725338,6.637766264,6.786714403,6.995204404
C3-1-2,14,A,C3,offshore,38,control,5.360760478,5.172858164,5.752860366,6.136123148,6.737427612,6.662693214,5.876102927,5.323646182
C3-3-4,5,R,C3,offshore,38,control,7.111576886,4.589778571,5.230045151,5.406365427,5.287039,NA,NA,NA
C3-3-4,6,R,C3,offshore,38,control,7.829341039,6.259001019,6.432288768,5.66184764,5.761675789,4.811161393,6.351223778,6.525298461
C3-3-4,7,R,C3,offshore,38,control,6.801486222,5.767946124,5.651441199,5.16735607,6.112347766,5.48830869,6.024176599,6.137609705
C3-3-4,8,R,C3,offshore,38,control,7.063775827,6.078360801,5.298703944,5.332477891,5.823176777,5.910495346,5.452502647,5.851064581
C3-3-4,9,R,C3,offshore,38,control,6.806371965,5.325895554,5.777799368,5.126676415,5.347456801,5.691075927,5.852854225,5.765524256
C3-3-4,10,R,C3,offshore,38,control,7.446228315,5.58139787,5.860969641,4.884695827,5.160145571,5.559846794,5.658700018,5.692252834
H1-1-2,38,R,H1,offshore,38,heat,7.675636918,6.768539142,4.838980326,5.681892975,5.887426957,5.192630531,5.075859039,4.791445826
H1-1-2,39,R,H1,offshore,38,heat,7.324838091,5.385906299,5.443249038,5.34939422,6.195177268,5.879208133,4.987827456,5.481245573
H1-1-2,40,R,H1,offshore,38,heat,6.689921952,6.125427863,5.415565854,5.062944259,5.609211687,5.124429913,4.729080419,4.370072377
H1-1-2,41,R,H1,offshore,38,heat,6.996116252,5.991399342,5.79622017,5.340090571,5.985943975,5.137155753,5.007408313,4.822520803
H1-3-4,19,R,H1,offshore,38,heat,6.989633754,6.324055667,5.814655534,5.918138542,6.317199819,5.625423631,4.906110678,5.196273038
H1-3-4,20,R,H1,offshore,38,heat,6.907115287,6.057980697,5.326406505,5.300296255,6.081391792,5.354618266,4.850307119,4.541251106
H1-3-4,21,R,H1,offshore,38,heat,6.238431155,5.386628014,4.831675122,5.071802686,4.866505606,4.035066952,3.834516595,NA
H1-3-4,22,R,H1,offshore,38,heat,6.094363104,5.844354468,4.954354747,5.038388767,5.659564169,5.506009018,4.889377504,5.133921963
H1-3-4,49,A,H1,offshore,38,heat,5.254923983,5.360807356,5.643507712,5.692162163,5.388689054,4.731398006,3.836900061,3.598655117
H2-1-2,43,R,H2,offshore,38,heat,6.190880085,5.854883628,5.568329551,5.105219763,5.049436552,4.711903793,4.04561338,NA
H2-1-2,44,R,H2,offshore,38,heat,5.59519863,6.353625174,6.344611868,5.681655101,5.144634657,4.497372515,NA,NA
H2-3-4,3,R,H2,offshore,38,heat,7.314087274,6.412598471,4.962195512,5.236279064,4.808392883,4.746850734,5.161071108,3.896389834
H2-3-4,10,A,H2,offshore,38,heat,6.438822567,6.320007016,6.199244003,6.423351426,6.331465441,6.024630079,5.979332918,5.258855052
H2-3-4,17,R,H2,offshore,38,heat,6.982257827,6.649867658,5.785590192,NA,NA,NA,NA,3.722431339
H2-3-4,18,R,H2,offshore,38,heat,6.109945624,5.005538015,4.102939368,3.950707076,4.286662694,4.275811911,4.523692974,3.673250632
H2-3-4,34,R,H2,offshore,38,heat,6.128667525,5.92098959,5.374194997,5.233671722,5.058220136,4.61152984,4.281254827,4.093866582
H2-3-4,35,R,H2,offshore,38,heat,5.869069849,5.778503969,5.446440341,5.30545118,5.38376104,4.879108772,4.673660061,4.037631213
H3-1-2,14,R,H3,offshore,38,heat,5.991172439,5.167989929,5.140977318,5.163152479,4.842058413,4.683044349,4.470104756,4.046148069
H3-1-2,15,R,H3,offshore,38,heat,5.929169911,5.239706582,5.086373648,5.407155796,5.303455919,5.247019872,4.882999681,4.542373272
H3-1-2,24,A,H3,offshore,38,heat,5.934556277,5.916163891,6.742923123,6.79170673,6.818050007,6.464422086,6.106450696,5.65966764
H3-1-2,38,R,H3,offshore,38,heat,6.381902065,6.021447159,5.814974472,6.053782743,6.198135045,5.913340019,4.418301355,5.525780844
H3-1-2,39,R,H3,offshore,38,heat,6.73935127,6.827824645,6.63388116,5.444146271,7.151380714,7.111021868,5.93066707,6.189811478
H3-1-2,40,R,H3,offshore,38,heat,6.735246499,6.499994754,6.202083928,6.264591219,NA,NA,NA,NA
H3-3-4,19,R,H3,offshore,38,heat,6.914525518,5.558085572,5.507111212,5.966640815,5.905699538,4.711428693,5.609531274,4.615908828
H3-3-4,20,R,H3,offshore,38,heat,6.425727347,5.25126342,5.0199103,5.138290791,4.899766116,4.781276889,4.222869769,4.115132752
H3-3-4,32,R,H3,offshore,38,heat,6.84087537,6.025276873,5.942173623,5.95652275,5.829170167,6.205660068,5.612228056,6.176600614
H3-3-4,33,R,H3,offshore,38,heat,6.748311352,5.665902369,5.462004111,5.735833546,5.343533477,5.691588376,5.325060432,5.419817292
H3-3-4,34,R,H3,offshore,38,heat,6.534926453,5.730903671,5.66105025,6.074078692,5.452504646,5.75804856,5.560433978,5.437684465
C1-1-2,8,R,C1,offshore,39,control,5.328170418,5.567295992,4.888245635,5.481078857,5.407312157,6.038365317,5.689028276,5.95390177
C1-1-2,9,R,C1,offshore,39,control,5.855596255,5.994808599,4.395688044,5.553743411,5.171666735,5.552937297,5.030526121,5.501870132
C1-1-2,10,R,C1,offshore,39,control,5.688721448,5.072136497,5.054896685,5.773912449,5.585801167,NA,NA,NA
C1-1-2,19,A,C1,offshore,39,control,4.718900869,4.356272471,4.037934866,4.839144303,4.263389627,4.533375953,4.446694641,4.357263602
C1-1-2,30,R,C1,offshore,39,control,6.991038904,5.368402497,5.770005372,5.600611103,5.58067331,5.463503938,5.48541693,5.521095062
C1-1-2,31,R,C1,offshore,39,control,6.527087005,5.876228648,5.760557813,5.08663045,5.166407374,5.301429474,5.067333141,5.149943309
C1-1-2,32,R,C1,offshore,39,control,6.172338974,5.572917568,5.347716509,5.440332041,5.405874549,5.203093436,5.049148739,5.288320007
C1-1-2,33,R,C1,offshore,39,control,6.125508386,5.568519394,4.857422244,4.486451091,4.422859224,4.408295728,4.194993561,4.389547447
C2-1-2,28,R,C2,offshore,39,control,6.587116828,5.889490381,5.595478947,5.847369486,5.729405383,5.793858024,5.714070733,5.468598265
C2-1-2,42,R,C2,offshore,39,control,7.947907366,6.483545004,5.993680695,6.744644916,6.688988157,6.499788024,6.304819643,5.884611091
C2-1-2,43,R,C2,offshore,39,control,7.92057141,6.317559153,6.275048648,7.050731204,6.675726134,6.750935442,6.641753927,6.132358566
C2-1-2,44,R,C2,offshore,39,control,7.709820002,6.043962297,5.491308206,6.045947531,NA,NA,NA,NA
C2-1-2,48,A,C2,offshore,39,control,7.864154257,6.264632628,5.526530893,6.044673234,5.009673194,4.683039852,4.610882038,4.141218587
C2-3-4,48,R,C2,offshore,39,control,5.313964813,5.074309855,5.023799841,5.062634469,4.868884102,NA,NA,NA
C2-3-4,49,R,C2,offshore,39,control,5.516193331,5.343214695,5.082898535,5.129871141,4.864687058,5.237228771,4.775730255,4.8961424
C2-3-4,50,R,C2,offshore,39,control,5.17932633,4.891459151,4.635568012,4.710623715,4.62058998,4.799832362,4.353183051,4.499583179
C3-1-2,10,R,C3,offshore,39,control,6.263620678,5.05243296,5.505080872,5.58103699,5.929987791,5.883847589,5.529159779,5.27001444
C3-1-2,11,R,C3,offshore,39,control,6.255876176,4.967067685,5.273608829,5.457944322,6.104125494,5.86477758,5.745499684,5.52921511
C3-1-2,12,R,C3,offshore,39,control,6.47184296,3.872621081,5.215697935,3.841266792,4.999706922,4.684670141,4.142186486,4.597392722
C3-1-2,13,R,C3,offshore,39,control,6.042716351,4.566061255,4.930328963,4.412337198,5.663314707,5.341451168,5.551093507,4.15199532
C3-3-4,30,A,C3,offshore,39,control,5.596512195,4.272875847,5.058968521,4.871325286,3.954397226,4.349525913,3.707874679,3.052116201
C3-3-4,51,R,C3,offshore,39,control,5.139342762,5.182142961,4.527329783,4.499589987,4.684921247,4.652425442,4.481597524,4.386861359
H1-1-2,9,R,H1,offshore,39,heat,5.825662131,4.828732818,3.552435532,4.340150889,3.882419625,3.615262303,2.84452082,3.687055051
H1-1-2,10,R,H1,offshore,39,heat,5.390754312,5.133238337,4.274419584,4.749244368,4.620271709,4.251277315,3.153288794,4.106627305
H1-1-2,11,R,H1,offshore,39,heat,5.33599156,5.037853113,4.124384657,4.858746412,4.430615094,4.181758661,3.192711818,3.912584911
H1-1-2,42,R,H1,offshore,39,heat,6.810849777,5.273962763,4.844120887,5.092220879,6.460671604,5.685025817,5.669084956,5.708562266
H1-1-2,44,R,H1,offshore,39,heat,6.79206181,6.494407644,5.841473959,5.678649501,6.422789703,6.424236505,6.200729901,5.577828867
H1-3-4,7,R,H1,offshore,39,heat,6.282338859,6.20282025,5.230185462,4.962239254,5.805575206,5.203901948,5.126522896,4.933403433
H1-3-4,8,R,H1,offshore,39,heat,6.053213311,5.637994437,4.756885531,4.679166615,5.735782496,5.110988651,5.213267042,4.885504856
H1-3-4,15,A,H1,offshore,39,heat,6.056204697,4.976535527,4.864248576,4.276968699,4.123208531,3.601934412,2.893380762,3.062528958
H2-1-2,18,R,H2,offshore,39,heat,3.923002766,4.435530651,3.989916208,4.190511024,4.173394422,NA,NA,NA
H2-1-2,19,R,H2,offshore,39,heat,4.755882564,4.909268685,4.506074567,4.798466777,5.25877151,5.103147097,5.587891204,5.785366941
H2-1-2,20,R,H2,offshore,39,heat,4.469509464,5.044627079,4.407328083,4.695106924,4.732445524,4.411588946,4.582260829,5.02923596
H2-3-4,2,R,H2,offshore,39,heat,7.419984719,6.896596653,6.231364522,6.161952522,6.10899971,5.38544028,NA,5.54309141
H2-3-4,20,A,H2,offshore,39,heat,5.28506256,4.812084939,4.460249688,3.714017449,3.550357235,3.206947415,2.580652653,2.976239888
H2-3-4,31,R,H2,offshore,39,heat,5.156753237,4.413045025,NA,4.361739001,NA,NA,NA,NA
H2-3-4,32,R,H2,offshore,39,heat,4.880993693,4.228864564,3.788295698,3.933261517,4.834704345,2.99809402,4.346630257,3.991459823
H2-3-4,33,R,H2,offshore,39,heat,4.724600557,4.135719722,3.513189514,3.943158209,3.93778523,4.043919885,4.840857817,4.677039651
H2-3-4,36,R,H2,offshore,39,heat,6.439326253,6.163588025,5.113160539,5.273068899,6.021840753,5.50289663,5.752564549,5.562900363
H3-1-2,29,R,H3,offshore,39,heat,6.052183931,6.138026735,6.00011563,6.285931903,6.275073941,6.052079458,6.045977909,6.022244574
H3-1-2,30,R,H3,offshore,39,heat,6.340997543,6.334167506,6.468506569,6.514204811,6.47687607,5.94695002,6.140789043,5.781580247
H3-1-2,31,R,H3,offshore,39,heat,6.223104695,6.259280828,6.238464634,6.344203472,NA,5.560455677,5.659440208,5.73309811
H3-1-2,32,R,H3,offshore,39,heat,5.988846356,6.057049022,6.052386269,6.022304169,NA,5.297239346,5.364007925,5.047861738
H3-1-2,33,R,H3,offshore,39,heat,6.332501621,6.413870352,6.130174524,6.089606127,6.732220962,5.701096789,5.826197421,5.635426979
H3-3-4,48,A,H3,offshore,39,heat,4.602450189,3.868427412,3.225260704,3.097732181,3.03837349,3.245627481,3.256038021,2.788771503
H3-3-4,53,R,H3,offshore,39,heat,5.095369336,4.745842533,4.437678678,4.344636261,3.765626809,3.501878895,4.15874523,NA
C1-1-2,4,R,C1,offshore,46,control,5.441373845,5.962525563,5.238547481,5.954433516,6.010690664,6.584135186,6.455767504,6.362559797
C1-1-2,5,R,C1,offshore,46,control,5.277206599,5.292054435,5.06209146,5.852717175,6.171694642,6.298073909,6.398685211,6.10600506
C1-1-2,6,R,C1,offshore,46,control,5.75524517,5.777152111,4.987065023,5.611776812,5.983835201,6.376313765,6.427706041,6.558558433
C1-1-2,7,R,C1,offshore,46,control,4.39779796,4.988135054,4.884430732,5.444132563,5.631622899,5.862317118,5.851126913,6.006597056
C1-1-2,46,R,C1,offshore,46,control,7.429170695,6.684678105,6.676460352,6.242712237,6.662928711,6.387294275,6.481544263,6.01686537
C1-1-2,47,R,C1,offshore,46,control,7.629858749,6.907803966,6.902435749,6.329853004,6.576242148,5.911795007,5.860834288,5.367369684
C1-1-2,48,R,C1,offshore,46,control,8.003642781,7.145997643,7.231525719,6.813430737,6.693540274,6.903833208,6.709675843,6.672922021
C1-3-4,39,R,C1,offshore,46,control,6.325042505,5.470838716,5.912241717,5.504680908,5.835214974,6.393739636,5.978182675,6.134911907
C1-3-4,40,R,C1,offshore,46,control,6.532455395,6.126822591,5.984412841,5.458024509,6.117569445,6.205415179,6.185101169,5.896068473
C1-3-4,41,R,C1,offshore,46,control,6.502710136,6.325342557,5.963580313,5.542740715,5.798665636,6.210250899,6.268933562,5.918454348
C1-3-4,43,A,C1,offshore,46,control,6.379147997,6.32655948,6.628409691,6.827685226,7.152062582,7.435939798,7.331494149,7.259686686
C2-1-2,18,A,C2,offshore,46,control,6.574576674,6.621400711,6.60848018,6.741245658,6.619474671,7.037335353,6.374284297,6.326323135
C2-1-2,24,R,C2,offshore,46,control,6.44075081,6.671777755,5.328822951,5.945724178,5.610430905,5.673739097,5.829540343,5.567783321
C2-1-2,25,R,C2,offshore,46,control,5.894642181,5.718959652,5.164898332,5.807739758,5.295580504,5.793187772,5.544291456,5.561530486
C2-1-2,26,R,C2,offshore,46,control,6.492471117,5.807010836,5.189448084,5.76125026,5.274401607,5.570335236,5.055038771,5.883757595
C2-1-2,31,R,C2,offshore,46,control,7.568786306,5.655387126,5.890579469,6.138971258,5.733542516,5.782588588,5.946435125,5.792138173
C2-1-2,32,R,C2,offshore,46,control,7.502926491,6.539262786,5.743970381,6.277275026,5.907843392,6.360863764,6.127303184,5.831725499
C2-1-2,33,R,C2,offshore,46,control,7.565589762,6.419614484,5.627906636,6.420930844,6.226634591,6.175958637,6.389634815,5.981081175
C2-1-2,34,R,C2,offshore,46,control,8.367756798,7.081867029,6.779346264,6.964588685,6.458352681,6.852399627,6.691357594,6.487299295
C2-1-2,35,R,C2,offshore,46,control,6.919502221,5.899071907,6.099134854,6.190920124,6.410369676,6.250250525,6.2663354,6.138085277
C2-1-2,36,R,C2,offshore,46,control,7.568565854,6.352624318,6.159156024,6.697453427,6.350052603,6.6138567,6.33667955,6.160992117
C2-1-2,37,R,C2,offshore,46,control,7.828918797,6.916887641,6.600266706,7.503489148,6.642087766,7.776611132,7.716986342,6.493487217
C3-1-2,41,A,C3,offshore,46,control,6.571654888,7.561550907,7.258574248,7.420299972,7.280182592,7.854222992,7.525051476,7.170652927
C3-3-4,1,R,C3,offshore,46,control,6.876621036,5.360251187,5.488522764,5.54509572,5.57929908,6.204601041,5.828767896,5.517795031
C3-3-4,2,R,C3,offshore,46,control,7.338345814,5.787248406,5.5313208,5.675611433,5.600320944,5.637101318,5.280343942,5.138912525
C3-3-4,3,R,C3,offshore,46,control,6.176243087,5.205145014,5.263399896,5.395441781,5.244112674,5.776242309,5.408386195,5.243775302
C3-3-4,4,R,C3,offshore,46,control,6.398918555,5.348273252,5.157487752,5.050560456,5.142212798,5.433298498,5.068752237,4.9511171
C3-3-4,15,R,C3,offshore,46,control,4.870385058,3.778232967,3.007882749,5.047851392,3.617325272,3.565893023,3.793305875,3.913347529
C3-3-4,16,R,C3,offshore,46,control,6.269468357,4.434712864,4.871459986,4.916636566,4.904433046,5.152158307,5.060681644,5.485690691
C3-3-4,17,R,C3,offshore,46,control,6.176947339,4.568614854,4.994006185,4.988951097,5.041516463,5.037125699,5.121650163,5.641339028
C3-3-4,18,R,C3,offshore,46,control,5.944456368,5.791618734,5.500651762,5.491351386,5.577092587,5.434251235,4.975292264,4.99484911
C3-3-4,19,R,C3,offshore,46,control,6.342490417,5.407394076,4.957445919,5.175395873,5.622265524,5.696750924,5.110986945,5.521428678
