Group,Tank,ID,Type,Origin,Fam,Trmt,T0.cm2.,T7,T11,T14,T18,T21,T25,T28
H1-3-4,H1,11,R,inshore,11,heat,0.013,0.003,NA,0.002,NA,NA,NA,NA
H1-3-4,H1,9,R,inshore,11,heat,0.02,0.01,0.012,0.014,0.01,0.009,0.009,0.009
H1-3-4,H1,17,R,inshore,17,heat,0.086,0.098,0.075,0.087,0.075,0.071,0.078,0.08
H1-3-4,H1,18,R,inshore,17,heat,0.041,0.045,0.043,0.049,0.04,0.034,0.032,0.036
H1-3-4,H1,1,R,inshore,19,heat,0.038,0.053,0.039,0.037,0.022,0.024,0.028,0.029
H1-3-4,H1,2,R,inshore,19,heat,0.022,0.037,0.026,0.02,0.017,0.014,0.014,0.019
H1-3-4,H1,3,R,inshore,19,heat,0.022,0.038,0.031,0.03,0.017,0.022,0.025,0.027
H1-3-4,H1,50,R,inshore,19,heat,0.027,0.02,0.01,0.015,0.01,0.015,0.007,0.006
H1-3-4,H1,51,R,inshore,19,heat,0.033,0.028,0.028,0.026,0.015,0.018,0.017,0.011
H1-3-4,H1,52,R,inshore,19,heat,0.027,0.019,0.029,0.025,0.017,0.018,0.02,0.015
H1-3-4,H1,53,R,inshore,19,heat,0.025,0.025,0.036,0.029,0.02,0.022,0.022,0.02
H1-3-4,H1,26,R,inshore,20,heat,0.051,0.038,0.044,0.044,0.038,0.039,0.036,0.032
H1-3-4,H1,27,R,inshore,20,heat,0.035,0.026,0.024,0.027,0.011,0.02,0.014,0.019
H1-3-4,H1,28,R,inshore,20,heat,0.03,0.01,0.016,0.012,0.011,0.017,0.008,0.004
H1-3-4,H1,29,R,inshore,20,heat,0.025,0.028,0.029,0.028,0.022,0.023,0.021,0.022
H1-3-4,H1,30,R,offshore,32,heat,0.04,0.035,0.04,0.026,0.027,0.03,0.03,0.028
H1-3-4,H1,31,R,offshore,32,heat,0.023,0.023,0.027,0.026,0.014,0.02,0.02,0.021
H1-3-4,H1,32,R,offshore,32,heat,0.027,0.027,0.035,0.032,0.014,0.022,0.014,0.02
H1-3-4,H1,33,R,offshore,32,heat,0.028,0.019,0.035,0.028,0.016,0.019,0.019,0.014
H1-3-4,H1,34,R,offshore,32,heat,0.064,0.064,0.052,0.056,0.036,0.05,0.04,0.043
H1-3-4,H1,12,R,offshore,34,heat,0.045,0.043,0.046,0.046,0.038,0.039,0.04,0.04
H1-3-4,H1,13,R,offshore,34,heat,0.024,0.028,0.03,0.035,0.019,0.02,0.019,0.02
H1-3-4,H1,14,R,offshore,34,heat,0.047,0.041,0.042,0.047,0.038,0.034,0.038,0.036
H1-3-4,H1,23,R,offshore,34,heat,0.04,0.038,0.009,0.016,0.018,0.025,0.023,0.024
H1-3-4,H1,24,R,offshore,34,heat,0.033,0.039,0.025,0.032,0.024,0.033,0.035,0.028
H1-3-4,H1,25,R,offshore,34,heat,0.042,0.039,0.028,0.026,0.017,0.03,0.026,0.026
H1-3-4,H1,35,R,offshore,34,heat,0.039,0.038,0.034,0.027,0.027,0.028,0.031,0.022
H1-3-4,H1,36,R,offshore,34,heat,0.036,0.038,0.022,0.026,0.019,0.028,0.027,0.025
H1-3-4,H1,19,R,offshore,38,heat,0.023,0.019,0.021,0.022,0.016,0.015,0.013,0.002
H1-3-4,H1,20,R,offshore,38,heat,0.032,0.027,0.038,0.041,0.02,0.027,0.022,0.018
H1-3-4,H1,21,R,offshore,38,heat,0.008,0.006,0.007,0.005,0.008,0.004,0.003,NA
H1-3-4,H1,22,R,offshore,38,heat,0.016,0.017,0.017,0.017,0.01,0.013,0.006,0.01
H1-3-4,H1,7,R,offshore,39,heat,0.023,0.024,0.03,0.028,0.02,0.018,0.022,0.023
H1-3-4,H1,8,R,offshore,39,heat,0.021,0.019,0.022,0.026,0.014,0.016,0.015,0.017
H1-3-4,H1,37,R,offshore,46,heat,0.02,0.004,0.009,0.005,0.006,0.004,0.006,0.007
H1-3-4,H1,38,R,offshore,46,heat,0.02,0.012,0.019,0.017,0.008,0.014,0.013,0.011
H1-3-4,H1,39,R,offshore,46,heat,0.06,0.056,0.051,0.05,0.051,0.051,0.045,0.049
H1-3-4,H1,40,R,offshore,46,heat,0.033,0.035,0.039,0.031,0.035,0.035,0.028,0.024
H1-3-4,H1,41,R,offshore,46,heat,0.037,0.037,0.049,0.038,0.058,0.04,0.03,0.037
H2-1-2,H2,11,R,inshore,5,heat,0.027,0.029,0.029,0.037,0.027,0.029,0.028,0.025
H2-1-2,H2,12,R,inshore,5,heat,0.027,0.02,0.021,0.028,0.024,0.02,0.019,0.014
H2-1-2,H2,13,R,inshore,5,heat,0.027,0.037,0.038,0.03,0.034,0.031,0.031,0.026
H2-1-2,H2,14,R,inshore,5,heat,0.026,0.018,0.021,0.016,0.019,0.016,0.022,0.014
H2-1-2,H2,15,R,inshore,5,heat,0.025,0.006,0.012,0.005,0.007,0.008,0.012,0.012
H2-1-2,H2,16,R,inshore,5,heat,0.015,0.008,0.006,0.006,0.006,0.006,0.005,0.007
H2-1-2,H2,17,R,inshore,5,heat,0.009,0.006,0.006,0.008,0.007,0.005,0.008,0.008
H2-1-2,H2,21,R,inshore,11,heat,0.011,0.009,0.007,0.005,0.009,0.008,0.009,0.007
H2-1-2,H2,45,R,inshore,11,heat,0.026,0.034,0.012,0.016,0.007,0.012,0.002,0.004
H2-1-2,H2,32,R,inshore,17,heat,0.021,0.008,0.02,0.015,0.006,0.003,0.017,0.015
H2-1-2,H2,33,R,inshore,17,heat,0.029,0.03,0.03,0.032,0.021,0.026,0.028,0.03
H2-1-2,H2,34,R,inshore,17,heat,0.023,0.005,0.019,0.008,0.008,0.009,0.01,0.015
H2-1-2,H2,35,R,inshore,17,heat,0.035,0.033,0.035,0.038,0.035,0.029,0.033,0.032
H2-1-2,H2,36,R,inshore,17,heat,0.08,0.062,0.052,0.056,0.043,0.057,0.059,0.061
H2-1-2,H2,37,R,inshore,17,heat,0.05,0.051,0.044,0.048,0.042,0.047,0.043,0.042
H2-1-2,H2,30,R,inshore,19,heat,0.026,0.022,0.02,0.021,0.017,0.018,0.018,0.018
H2-1-2,H2,31,R,inshore,19,heat,0.017,0.016,0.017,0.017,0.013,0.01,0.012,0.012
H2-1-2,H2,46,R,inshore,20,heat,0.016,NA,0.011,0.011,0.011,0.009,0.009,0.015
H2-1-2,H2,24,R,offshore,32,heat,0.016,0.051,0.021,0.021,0.019,0.028,0.022,0.021
H2-1-2,H2,25,R,offshore,32,heat,0.056,0.054,0.028,0.038,0.034,0.038,0.036,0.031
H2-1-2,H2,26,R,offshore,32,heat,0.043,0.068,0.038,0.042,0.036,0.04,0.04,0.037
H2-1-2,H2,27,R,offshore,32,heat,0.018,0.034,0.023,0.019,0.018,0.009,0.023,0.019
H2-1-2,H2,38,R,offshore,34,heat,0.019,0.01,0.006,0.005,0.003,0.007,0.005,0.005
H2-1-2,H2,39,R,offshore,34,heat,0.035,0.033,0.027,0.031,0.029,0.028,0.019,0.025
H2-1-2,H2,40,R,offshore,34,heat,0.029,0.02,0.025,0.012,0.015,0.018,0.02,0.017
H2-1-2,H2,41,R,offshore,34,heat,0.021,0.009,0.01,0.005,0.003,0.004,0.01,0.01
H2-1-2,H2,43,R,offshore,38,heat,0.02,0.018,0.015,0.014,0.011,0.011,0.006,NA
H2-1-2,H2,44,R,offshore,38,heat,0.006,0.005,0.005,0.006,0.006,0.009,NA,NA
H2-1-2,H2,18,R,offshore,39,heat,0.027,0.027,0.032,0.029,0.019,NA,NA,NA
H2-1-2,H2,19,R,offshore,39,heat,0.028,0.025,0.025,0.025,0.017,0.011,0.011,0.007
H2-1-2,H2,20,R,offshore,39,heat,0.018,0.02,0.022,0.018,0.011,0.014,0.015,0.019
H2-1-2,H2,10,R,offshore,46,heat,0.023,0.022,0.025,0.021,0.022,0.024,0.025,0.027
H2-1-2,H2,28,R,offshore,46,heat,0.023,0.018,0.013,0.016,0.011,0.009,0.014,0.014
H2-1-2,H2,29,R,offshore,46,heat,0.02,0.013,0.023,0.013,0.017,0.014,0.019,0.016
H2-1-2,H2,3,R,offshore,46,heat,0.033,0.027,0.02,0.021,0.013,0.016,0.019,0.02
H2-1-2,H2,4,R,offshore,46,heat,0.02,0.022,0.026,0.018,0.017,0.018,0.02,0.013
H2-1-2,H2,5,R,offshore,46,heat,0.023,0.02,0.022,0.018,0.013,0.021,0.02,0.015
H2-1-2,H2,6,R,offshore,46,heat,0.02,0.023,0.021,0.02,0.019,0.023,0.021,0.023
H2-1-2,H2,7,R,offshore,46,heat,0.028,0.029,0.02,0.017,0.017,0.019,0.019,0.016
H2-1-2,H2,8,R,offshore,46,heat,0.02,0.017,0.016,0.011,0.014,0.02,0.021,0.019
H2-1-2,H2,9,R,offshore,46,heat,0.02,0.016,0.018,0.013,0.015,0.017,0.013,0.017
H2-3-4,H2,14,R,inshore,5,heat,0.048,0.032,0.028,0.029,0.019,0.023,0.019,0.017
H2-3-4,H2,15,R,inshore,5,heat,0.017,0.011,0.018,0.02,0.007,0.018,0.016,0.013
H2-3-4,H2,16,R,inshore,5,heat,0.034,0.031,0.026,0.027,0.027,0.03,0.032,0.026
H2-3-4,H2,37,R,inshore,11,heat,0.023,0.016,0.024,0.022,0.009,0.017,0.016,0.01
H2-3-4,H2,38,R,inshore,11,heat,0.012,0.01,0.01,0.004,0.006,NA,NA,NA
H2-3-4,H2,39,R,inshore,11,heat,0.046,0.037,0.039,0.035,0.023,0.03,0.037,0.029
H2-3-4,H2,11,R,inshore,17,heat,0.031,0.039,0.029,0.034,0.037,0.04,0.041,0.03
H2-3-4,H2,12,R,inshore,17,heat,0.04,0.053,0.043,0.037,0.038,0.034,0.036,0.035
H2-3-4,H2,40,R,inshore,19,heat,0.043,0.04,0.039,0.032,0.029,0.026,0.034,0.028
H2-3-4,H2,41,R,inshore,19,heat,0.023,0.014,0.023,0.024,0.018,0.023,0.028,0.022
H2-3-4,H2,42,R,inshore,19,heat,0.031,0.029,0.035,0.024,0.027,0.024,0.026,0.03
H2-3-4,H2,43,R,inshore,19,heat,0.035,0.031,0.038,0.032,0.029,0.032,0.032,0.032
H2-3-4,H2,48,R,inshore,19,heat,0.024,0.031,0.034,0.037,0.021,0.027,0.025,0.023
H2-3-4,H2,49,R,inshore,19,heat,0.025,0.023,0.025,0.026,0.012,0.021,0.023,0.028
H2-3-4,H2,50,R,inshore,19,heat,0.026,0.023,0.029,0.025,0.021,0.023,0.025,0.026
H2-3-4,H2,4,R,inshore,20,heat,0.021,0.027,0.022,0.022,0.018,0.019,0.025,0.026
H2-3-4,H2,5,R,inshore,20,heat,0.022,0.023,0.016,0.02,0.014,0.016,0.014,0.012
H2-3-4,H2,6,R,inshore,20,heat,0.013,0.021,0.014,0.017,0.018,0.018,0.014,0.016
H2-3-4,H2,7,R,inshore,20,heat,0.012,0.007,0.011,0.008,0.005,0.013,0.01,0.014
H2-3-4,H2,8,R,inshore,20,heat,0.009,0.009,0.009,0.016,0.006,0.011,0.008,0.011
H2-3-4,H2,9,R,inshore,20,heat,0.015,0.016,0.016,0.019,0.015,0.015,0.008,0.009
H2-3-4,H2,21,R,offshore,32,heat,0.018,0.013,0.019,0.018,0.011,0.004,0.009,0.004
H2-3-4,H2,22,R,offshore,32,heat,0.026,0.041,0.044,0.026,0.03,0.018,0.009,0.007
H2-3-4,H2,23,R,offshore,32,heat,0.017,0.009,0.013,0.004,0.009,0.01,0.009,0.008
H2-3-4,H2,24,R,offshore,32,heat,0.026,0.022,0.02,0.02,0.013,0.019,0.014,0.014
H2-3-4,H2,25,R,offshore,32,heat,0.03,0.026,0.023,0.02,0.013,0.021,0.024,0.026
H2-3-4,H2,26,R,offshore,32,heat,0.02,0.015,0.022,0.018,0.019,0.022,0.023,0.024
H2-3-4,H2,27,R,offshore,32,heat,0.021,0.029,0.022,0.026,0.019,0.023,0.018,0.018
H2-3-4,H2,28,R,offshore,32,heat,0.032,0.026,0.025,0.031,0.019,0.017,0.021,0.017
H2-3-4,H2,29,R,offshore,32,heat,0.021,0.013,0.024,0.01,0.014,0.016,0.02,0.017
H2-3-4,H2,30,R,offshore,32,heat,0.012,0.02,0.018,0.016,0.017,0.019,0.015,0.019
H2-3-4,H2,44,R,offshore,34,heat,0.045,0.047,0.04,0.045,0.036,0.034,0.031,0.038
H2-3-4,H2,45,R,offshore,34,heat,0.032,0.041,0.025,0.025,0.016,0.019,0.016,0.029
H2-3-4,H2,46,R,offshore,34,heat,0.022,0.03,0.021,0.02,0.011,0.006,0.003,0.004
H2-3-4,H2,47,R,offshore,34,heat,0.054,0.034,0.029,0.026,0.017,0.02,0.023,0.026
H2-3-4,H2,17,R,offshore,38,heat,0.011,0.005,0.009,NA,NA,NA,NA,0.004
H2-3-4,H2,18,R,offshore,38,heat,0.02,0.011,0.017,0.018,0.009,0.008,0.009,0.008
H2-3-4,H2,3,R,offshore,38,heat,0.06,0.047,0.042,0.047,0.035,0.04,0.037,0.027
H2-3-4,H2,34,R,offshore,38,heat,0.02,0.011,0.02,0.012,0.011,0.012,0.012,0.013
H2-3-4,H2,35,R,offshore,38,heat,0.031,0.021,0.027,0.018,0.015,0.015,0.016,0.02
H2-3-4,H2,2,R,offshore,39,heat,0.02,0.014,0.015,0.013,0.006,0.002,NA,NA
H2-3-4,H2,31,R,offshore,39,heat,0.017,0.003,NA,0.003,NA,NA,NA,NA
H2-3-4,H2,32,R,offshore,39,heat,0.021,0.013,0.016,0.009,0.035,0.007,0.003,0.008
H2-3-4,H2,33,R,offshore,39,heat,0.026,0.014,0.022,0.016,0.002,0.006,0.003,0.003
H2-3-4,H2,36,R,offshore,39,heat,0.028,0.036,0.03,0.029,0.027,0.033,0.029,0.034
H3-1-2,H3,6,R,inshore,5,heat,0.021,0.029,0.027,0.029,0.023,0.025,0.021,0.018
H3-1-2,H3,7,R,inshore,5,heat,0.049,0.046,0.034,0.037,0.033,0.028,0.023,0.02
H3-1-2,H3,8,R,inshore,5,heat,0.037,0.037,0.04,0.041,0.033,0.03,0.027,0.034
H3-1-2,H3,9,R,inshore,5,heat,0.022,0.023,0.017,0.028,0.023,0.02,0.018,0.015
H3-1-2,H3,11,R,inshore,11,heat,0.056,0.045,0.04,0.052,0.037,0.034,0.044,0.031
H3-1-2,H3,12,R,inshore,11,heat,0.088,0.035,0.007,0.004,0.01,0.001,NA,NA
H3-1-2,H3,34,R,inshore,11,heat,0.091,0.112,0.101,0.108,0.085,0.1,0.098,0.104
H3-1-2,H3,35,R,inshore,11,heat,0.038,0.049,0.055,0.054,0.039,0.051,0.05,0.052
H3-1-2,H3,36,R,inshore,11,heat,0.043,0.051,0.061,0.069,0.043,0.056,0.055,0.039
H3-1-2,H3,25,R,inshore,17,heat,0.078,0.066,0.067,0.066,0.053,0.067,0.073,0.061
H3-1-2,H3,50,R,inshore,17,heat,0.03,0.032,0.033,0.032,0.029,0.024,0.025,0.027
H3-1-2,H3,51,R,inshore,17,heat,0.046,0.049,0.053,0.045,0.043,0.042,0.051,0.041
H3-1-2,H3,52,R,inshore,17,heat,0.038,0.038,0.041,0.042,0.039,0.029,0.031,0.029
H3-1-2,H3,41,R,inshore,19,heat,0.022,0.03,0.025,0.024,0.023,0.025,0.029,0.011
H3-1-2,H3,42,R,inshore,19,heat,0.033,0.033,0.035,0.027,0.025,0.027,0.028,0.019
H3-1-2,H3,43,R,inshore,19,heat,0.021,0.025,0.027,0.024,0.019,0.021,0.024,0.017
H3-1-2,H3,44,R,inshore,19,heat,0.02,0.022,0.027,0.025,0.022,0.024,0.022,0.023
H3-1-2,H3,45,R,inshore,19,heat,0.03,0.031,0.031,0.027,0.017,0.026,0.023,0.018
H3-1-2,H3,1,R,inshore,20,heat,0.019,0.033,0.037,0.033,0.019,0.019,0.015,0.022
H3-1-2,H3,18,R,inshore,20,heat,0.026,0.026,0.037,0.024,0.02,0.024,0.021,0.015
H3-1-2,H3,19,R,inshore,20,heat,0.013,0.012,0.011,0.01,0.013,0.012,0.002,0.002
H3-1-2,H3,2,R,inshore,20,heat,0.033,0.028,0.026,0.023,0.02,0.007,0.01,0.011
H3-1-2,H3,20,R,inshore,20,heat,0.025,0.03,0.024,0.026,0.029,0.027,0.021,0.018
H3-1-2,H3,21,R,inshore,20,heat,0.023,0.019,0.013,0.01,0.011,0.009,0.014,0.01
H3-1-2,H3,22,R,inshore,20,heat,0.012,0.017,0.01,0.008,0.012,0.018,0.01,0.009
H3-1-2,H3,3,R,inshore,20,heat,0.027,0.023,0.022,0.029,0.012,0.011,0.016,0.016
H3-1-2,H3,4,R,inshore,20,heat,0.024,0.031,0.026,0.038,0.023,0.008,0.018,0.029
H3-1-2,H3,5,R,inshore,20,heat,0.025,0.017,0.026,0.027,0.02,0.011,0.012,0.005
H3-1-2,H3,46,R,offshore,32,heat,0.015,0.015,0.017,0.017,0.012,0.023,0.021,0.019
H3-1-2,H3,47,R,offshore,32,heat,0.021,0.016,0.019,0.014,0.012,0.015,0.02,0.013
H3-1-2,H3,14,R,offshore,38,heat,0.012,0.009,0.015,0.016,0.011,0.009,0.007,0.005
H3-1-2,H3,15,R,offshore,38,heat,0.011,0.018,0.017,0.013,0.013,0.009,0.013,0.009
H3-1-2,H3,38,R,offshore,38,heat,0.018,0.009,0.006,0.004,0.003,0.002,0.004,0.005
H3-1-2,H3,39,R,offshore,38,heat,0.019,0.012,0.003,0.004,0.006,0.003,0.005,0.004
H3-1-2,H3,40,R,offshore,38,heat,0.011,0.004,0.004,0.003,NA,NA,NA,NA
H3-1-2,H3,29,R,offshore,39,heat,0.028,0.023,0.03,0.03,0.023,0.023,0.032,0.02
H3-1-2,H3,30,R,offshore,39,heat,0.023,0.032,0.019,0.026,0.02,0.022,0.028,0.023
H3-1-2,H3,31,R,offshore,39,heat,0.024,0.022,0.024,0.025,NA,0.015,0.017,0.006
H3-1-2,H3,32,R,offshore,39,heat,0.015,0.014,0.014,0.021,NA,0.015,0.015,0.008
H3-1-2,H3,33,R,offshore,39,heat,0.015,0.014,0.017,0.008,0.003,0.011,0.012,0.01
H3-1-2,H3,16,R,offshore,46,heat,0.019,0.014,0.018,0.014,0.008,0.01,0.013,0.014
H3-1-2,H3,17,R,offshore,46,heat,0.029,0.031,0.034,0.026,0.018,0.019,0.014,0.016
H3-1-2,H3,26,R,offshore,46,heat,0.03,0.031,0.028,0.026,0.034,0.033,0.023,0.032
H3-1-2,H3,27,R,offshore,46,heat,0.012,0.008,0.01,0.005,0.006,0.011,0.003,NA
H3-1-2,H3,28,R,offshore,46,heat,0.012,0.006,0.009,0.005,0.005,0.006,0.006,0.014
H3-1-2,H3,49,R,offshore,46,heat,0.021,0.017,0.026,0.025,0.012,0.012,0.014,0.015
H3-3-4,H3,1,R,inshore,5,heat,0.068,0.071,0.046,0.05,0.041,0.032,0.019,0.025
H3-3-4,H3,2,R,inshore,5,heat,0.054,0.04,0.033,0.033,0.02,0.022,0.022,0.025
H3-3-4,H3,3,R,inshore,5,heat,0.064,0.062,0.041,0.054,0.031,0.038,0.024,0.026
H3-3-4,H3,49,R,inshore,5,heat,0.036,0.043,0.029,0.033,0.019,0.019,0.019,0.021
H3-3-4,H3,50,R,inshore,5,heat,0.041,0.05,0.029,0.038,0.021,0.02,0.024,0.021
H3-3-4,H3,51,R,inshore,5,heat,0.024,0.028,0.02,0.023,0.012,0.012,0.018,0.017
H3-3-4,H3,52,R,inshore,5,heat,0.023,0.031,0.021,0.032,0.017,0.015,0.022,0.018
H3-3-4,H3,35,R,inshore,17,heat,0.038,0.015,0.023,0.024,0.023,0.022,0.023,0.02
H3-3-4,H3,36,R,inshore,17,heat,0.042,0.038,0.039,0.031,0.031,0.033,0.036,0.03
H3-3-4,H3,37,R,inshore,17,heat,0.051,0.046,0.039,0.034,0.027,0.028,0.027,0.023
H3-3-4,H3,54,R,inshore,17,heat,0.108,0.11,0.103,0.116,0.118,0.121,0.115,0.113
H3-3-4,H3,22,R,inshore,19,heat,0.051,0.045,0.039,0.047,0.046,0.044,0.044,0.046
H3-3-4,H3,23,R,inshore,19,heat,0.029,0.023,0.034,0.029,0.023,0.031,0.025,0.021
H3-3-4,H3,24,R,inshore,19,heat,0.03,0.03,0.027,0.025,0.024,0.029,0.019,0.018
H3-3-4,H3,25,R,inshore,19,heat,0.031,0.022,0.026,0.025,0.024,0.024,0.021,0.026
H3-3-4,H3,26,R,inshore,19,heat,0.036,0.02,0.017,0.022,0.019,0.017,0.018,0.016
H3-3-4,H3,14,R,offshore,32,heat,0.059,0.066,0.062,0.045,0.05,0.053,0.064,0.058
H3-3-4,H3,15,R,offshore,32,heat,0.016,0.027,0.026,0.023,0.017,0.019,0.019,0.019
H3-3-4,H3,16,R,offshore,32,heat,0.027,0.013,0.014,0.025,0.02,0.004,0.013,0.011
H3-3-4,H3,17,R,offshore,32,heat,0.024,0.014,0.017,0.022,0.023,0.017,0.017,0.012
H3-3-4,H3,18,R,offshore,32,heat,0.013,0.013,0.01,0.013,0.009,0.01,0.012,0.004
H3-3-4,H3,39,R,offshore,32,heat,0.039,0.029,0.033,0.038,0.037,0.036,0.025,0.028
H3-3-4,H3,4,R,offshore,32,heat,0.022,0.025,0.016,0.022,0.024,0.02,0.015,0.015
H3-3-4,H3,40,R,offshore,32,heat,0.012,0.017,0.021,0.019,0.016,0.02,0.021,0.022
H3-3-4,H3,5,R,offshore,32,heat,0.032,0.059,0.059,0.064,0.047,0.053,0.07,0.058
H3-3-4,H3,6,R,offshore,32,heat,0.021,0.022,0.017,0.023,0.021,0.015,0.016,0.016
H3-3-4,H3,27,R,offshore,34,heat,0.047,0.048,0.041,0.033,0.03,0.038,0.03,0.021
H3-3-4,H3,28,R,offshore,34,heat,0.043,0.051,0.027,0.026,0.024,0.026,0.024,0.019
H3-3-4,H3,29,R,offshore,34,heat,0.034,0.047,0.047,0.054,0.034,0.042,0.047,0.031
H3-3-4,H3,30,R,offshore,34,heat,0.062,0.05,0.057,0.042,0.045,0.05,0.046,0.042
H3-3-4,H3,31,R,offshore,34,heat,0.03,0.029,0.025,0.024,0.015,0.014,0.016,0.014
H3-3-4,H3,41,R,offshore,34,heat,0.06,0.06,0.056,0.058,0.046,0.046,0.045,0.044
H3-3-4,H3,42,R,offshore,34,heat,0.034,0.034,0.04,0.04,0.035,0.035,0.032,0.029
H3-3-4,H3,43,R,offshore,34,heat,0.078,0.073,0.067,0.075,0.06,0.074,0.059,0.064
H3-3-4,H3,44,R,offshore,34,heat,0.053,0.035,0.02,0.019,0.014,0.017,0.019,0.019
H3-3-4,H3,45,R,offshore,34,heat,0.03,0.018,0.019,0.023,0.015,0.025,0.011,0.012
H3-3-4,H3,46,R,offshore,34,heat,0.034,0.033,0.036,0.044,0.033,0.032,0.024,0.027
H3-3-4,H3,47,R,offshore,34,heat,0.022,0.027,0.024,0.025,0.023,0.03,0.03,0.022
H3-3-4,H3,19,R,offshore,38,heat,0.025,0.013,0.003,0.005,0.003,0.005,0.005,0.006
H3-3-4,H3,20,R,offshore,38,heat,0.063,0.067,0.061,0.061,0.042,0.041,0.046,0.034
H3-3-4,H3,32,R,offshore,38,heat,0.031,0.011,0.008,0.01,0.003,0.003,0.003,0.007
H3-3-4,H3,33,R,offshore,38,heat,0.021,0.019,0.021,0.026,0.011,0.009,0.011,0.011
H3-3-4,H3,34,R,offshore,38,heat,0.014,0.03,0.027,0.022,0.024,0.012,0.015,0.014
H3-3-4,H3,53,R,offshore,39,heat,0.056,0.044,0.045,0.048,0.027,0.023,0.003,NA
H3-3-4,H3,10,R,offshore,46,heat,0.019,0.019,0.025,0.026,0.02,0.019,0.013,0.015
H3-3-4,H3,11,R,offshore,46,heat,0.023,0.04,0.029,0.023,0.022,0.019,0.019,0.019
H3-3-4,H3,12,R,offshore,46,heat,0.041,0.033,0.045,0.033,0.025,0.019,0.012,0.012
H3-3-4,H3,7,R,offshore,46,heat,0.042,0.047,0.031,0.032,0.027,0.028,0.03,0.025
H3-3-4,H3,8,R,offshore,46,heat,0.023,0.024,0.022,0.026,0.022,0.017,0.019,0.017
H3-3-4,H3,9,R,offshore,46,heat,0.032,0.046,0.027,0.029,0.031,0.025,0.026,0.022
